id,location,type,price,low_limit,quart_1,quart_3,high,price_rating
27385,Manhattan,Entire home/apt,225,0.0,142,259,434.5,Regular
27531,Brooklyn,Private room,99,5.0,50,80,125.0,High
27644,Manhattan,Entire home/apt,170,0.0,142,259,434.5,Regular
27659,Brooklyn,Entire home/apt,400,0.0,105,199,340.0,Very High
27759,Manhattan,Entire home/apt,170,0.0,142,259,434.5,Regular
27883,Manhattan,Entire home/apt,100,0.0,142,259,434.5,Low
28321,Brooklyn,Private room,75,5.0,50,80,125.0,Regular
28396,Brooklyn,Private room,90,5.0,50,80,125.0,High
28907,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
29012,Manhattan,Private room,85,10.0,68,120,198.0,Regular
29013,Brooklyn,Private room,70,5.0,50,80,125.0,Regular
29455,Manhattan,Entire home/apt,120,0.0,142,259,434.5,Low
29628,Brooklyn,Private room,89,5.0,50,80,125.0,High
29683,Manhattan,Entire home/apt,185,0.0,142,259,434.5,Regular
30031,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
30927,Manhattan,Entire home/apt,105,0.0,142,259,434.5,Low
31130,Manhattan,Private room,130,10.0,68,120,198.0,High
31555,Manhattan,Entire home/apt,115,0.0,142,259,434.5,Low
31902,Brooklyn,Private room,77,5.0,50,80,125.0,Regular
31994,Brooklyn,Private room,76,5.0,50,80,125.0,Regular
32023,Brooklyn,Entire home/apt,125,0.0,105,199,340.0,Regular
32037,Brooklyn,Private room,135,5.0,50,80,125.0,Very High
32100,Brooklyn,Entire home/apt,250,0.0,105,199,340.0,High
32289,Brooklyn,Entire home/apt,199,0.0,105,199,340.0,High
32331,Brooklyn,Entire home/apt,140,0.0,105,199,340.0,Regular
32363,Queens,Private room,140,10.0,47,75,117.0,Very High
32965,Brooklyn,Entire home/apt,115,0.0,105,199,340.0,Regular
32969,Brooklyn,Entire home/apt,160,0.0,105,199,340.0,Regular
33009,Brooklyn,Entire home/apt,195,0.0,105,199,340.0,Regular
33014,Manhattan,Entire home/apt,195,0.0,142,259,434.5,Regular
33223,Brooklyn,Private room,80,5.0,50,80,125.0,High
34760,Brooklyn,Private room,44,5.0,50,80,125.0,Low
35526,Manhattan,Private room,156,10.0,68,120,198.0,High
36121,Brooklyn,Private room,85,5.0,50,80,125.0,High
36133,Brooklyn,Private room,125,5.0,50,80,125.0,Very High
36442,Brooklyn,Entire home/apt,115,0.0,105,199,340.0,Regular
36647,Manhattan,Private room,69,10.0,68,120,198.0,Regular
36703,Manhattan,Entire home/apt,225,0.0,142,259,434.5,Regular
36934,Brooklyn,Entire home/apt,125,0.0,105,199,340.0,Regular
38638,Manhattan,Entire home/apt,219,0.0,142,259,434.5,Regular
38663,Brooklyn,Entire home/apt,475,0.0,105,199,340.0,Very High
39267,Manhattan,Entire home/apt,99,0.0,142,259,434.5,Low
39282,Brooklyn,Private room,69,5.0,50,80,125.0,Regular
39593,Queens,Private room,79,10.0,47,75,117.0,High
39704,Brooklyn,Entire home/apt,135,0.0,105,199,340.0,Regular
40039,Brooklyn,Private room,250,5.0,50,80,125.0,Very High
40453,Manhattan,Entire home/apt,250,0.0,142,259,434.5,Regular
41348,Brooklyn,Entire home/apt,250,0.0,105,199,340.0,High
41513,Manhattan,Entire home/apt,80,0.0,142,259,434.5,Low
42580,Brooklyn,Private room,70,5.0,50,80,125.0,Regular
42729,Brooklyn,Entire home/apt,165,0.0,105,199,340.0,Regular
42882,Staten Island,Private room,70,20.0,40,75,127.5,Regular
43957,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
44096,Bronx,Private room,40,0.0,40,70,115.0,Regular
44161,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
44212,Manhattan,Private room,125,10.0,68,120,198.0,High
44221,Manhattan,Entire home/apt,196,0.0,142,259,434.5,Regular
44229,Brooklyn,Private room,110,5.0,50,80,125.0,High
44288,Manhattan,Entire home/apt,170,0.0,142,259,434.5,Regular
44506,Manhattan,Entire home/apt,165,0.0,142,259,434.5,Regular
45393,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
45542,Manhattan,Entire home/apt,100,0.0,142,259,434.5,Low
45556,Brooklyn,Private room,65,5.0,50,80,125.0,Regular
45910,Queens,Entire home/apt,350,10.0,90,168,285.0,Very High
45936,Manhattan,Private room,99,10.0,68,120,198.0,Regular
45940,Brooklyn,Entire home/apt,200,0.0,105,199,340.0,High
46544,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
46723,Brooklyn,Private room,90,5.0,50,80,125.0,High
46911,Brooklyn,Private room,120,5.0,50,80,125.0,High
47199,Manhattan,Private room,75,10.0,68,120,198.0,Regular
47362,Brooklyn,Entire home/apt,175,0.0,105,199,340.0,Regular
47370,Manhattan,Entire home/apt,125,0.0,142,259,434.5,Low
47926,Manhattan,Entire home/apt,275,0.0,142,259,434.5,High
48719,Manhattan,Entire home/apt,299,0.0,142,259,434.5,High
50447,Brooklyn,Entire home/apt,135,0.0,105,199,340.0,Regular
51438,Manhattan,Private room,130,10.0,68,120,198.0,High
51485,Manhattan,Private room,83,10.0,68,120,198.0,Regular
51572,Manhattan,Private room,123,10.0,68,120,198.0,High
51850,Queens,Private room,55,10.0,47,75,117.0,Regular
53137,Manhattan,Entire home/apt,195,0.0,142,259,434.5,Regular
53196,Brooklyn,Private room,80,5.0,50,80,125.0,High
53469,Queens,Entire home/apt,98,10.0,90,168,285.0,Regular
53470,Queens,Private room,140,10.0,47,75,117.0,Very High
53477,Queens,Entire home/apt,265,10.0,90,168,285.0,High
54158,Brooklyn,Entire home/apt,249,0.0,105,199,340.0,High
54453,Manhattan,Shared room,105,10.0,49,89,149.0,High
54466,Manhattan,Private room,200,10.0,68,120,198.0,Very High
54508,Brooklyn,Private room,100,5.0,50,80,125.0,High
54544,Manhattan,Entire home/apt,121,0.0,142,259,434.5,Low
54626,Bronx,Private room,45,0.0,40,70,115.0,Regular
54860,Manhattan,Private room,100,10.0,68,120,198.0,Regular
55467,Brooklyn,Entire home/apt,140,0.0,105,199,340.0,Regular
55498,Brooklyn,Private room,71,5.0,50,80,125.0,Regular
55668,Manhattan,Private room,130,10.0,68,120,198.0,High
55737,Manhattan,Entire home/apt,199,0.0,142,259,434.5,Regular
55959,Brooklyn,Private room,69,5.0,50,80,125.0,Regular
55982,Brooklyn,Private room,68,5.0,50,80,125.0,Regular
56467,Manhattan,Entire home/apt,130,0.0,142,259,434.5,Low
56525,Brooklyn,Entire home/apt,195,0.0,105,199,340.0,Regular
56859,Manhattan,Private room,64,10.0,68,120,198.0,Low
57166,Queens,Entire home/apt,140,10.0,90,168,285.0,Regular
57297,Brooklyn,Entire home/apt,159,0.0,105,199,340.0,Regular
57468,Manhattan,Entire home/apt,189,0.0,142,259,434.5,Regular
57618,Manhattan,Entire home/apt,250,0.0,142,259,434.5,Regular
57740,Manhattan,Entire home/apt,239,0.0,142,259,434.5,Regular
57754,Manhattan,Entire home/apt,305,0.0,142,259,434.5,High
57874,Manhattan,Entire home/apt,155,0.0,142,259,434.5,Regular
58059,Manhattan,Private room,60,10.0,68,120,198.0,Low
58062,Brooklyn,Private room,135,5.0,50,80,125.0,Very High
58467,Manhattan,Private room,120,10.0,68,120,198.0,High
59014,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
59121,Queens,Entire home/apt,140,10.0,90,168,285.0,Regular
59642,Brooklyn,Entire home/apt,135,0.0,105,199,340.0,Regular
59709,Manhattan,Entire home/apt,250,0.0,142,259,434.5,Regular
59855,Manhattan,Entire home/apt,250,0.0,142,259,434.5,Regular
60164,Manhattan,Entire home/apt,500,0.0,142,259,434.5,Very High
60457,Manhattan,Entire home/apt,225,0.0,142,259,434.5,Regular
60611,Manhattan,Entire home/apt,125,0.0,142,259,434.5,Low
60666,Manhattan,Private room,92,10.0,68,120,198.0,Regular
60673,Manhattan,Private room,175,10.0,68,120,198.0,High
60680,Manhattan,Entire home/apt,99,0.0,142,259,434.5,Low
60794,Manhattan,Entire home/apt,195,0.0,142,259,434.5,Regular
60948,Manhattan,Entire home/apt,140,0.0,142,259,434.5,Low
61167,Manhattan,Entire home/apt,135,0.0,142,259,434.5,Low
61224,Manhattan,Entire home/apt,500,0.0,142,259,434.5,Very High
61406,Manhattan,Private room,80,10.0,68,120,198.0,Regular
61492,Manhattan,Private room,120,10.0,68,120,198.0,High
61509,Manhattan,Entire home/apt,110,0.0,142,259,434.5,Low
62095,Brooklyn,Entire home/apt,65,0.0,105,199,340.0,Low
62427,Manhattan,Entire home/apt,130,0.0,142,259,434.5,Low
62430,Brooklyn,Entire home/apt,99,0.0,105,199,340.0,Low
62452,Staten Island,Private room,36,20.0,40,75,127.5,Low
62461,Staten Island,Private room,37,20.0,40,75,127.5,Low
62787,Staten Island,Private room,37,20.0,40,75,127.5,Low
62891,Manhattan,Entire home/apt,175,0.0,142,259,434.5,Regular
62903,Manhattan,Entire home/apt,205,0.0,142,259,434.5,Regular
62925,Brooklyn,Entire home/apt,285,0.0,105,199,340.0,High
63299,Brooklyn,Private room,59,5.0,50,80,125.0,Regular
63320,Staten Island,Private room,36,20.0,40,75,127.5,Low
63360,Queens,Entire home/apt,99,10.0,90,168,285.0,Regular
63546,Brooklyn,Private room,39,5.0,50,80,125.0,Low
63573,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
63588,Bronx,Private room,90,0.0,40,70,115.0,High
63610,Bronx,Entire home/apt,105,28.0,80,140,230.0,Regular
63657,Brooklyn,Entire home/apt,135,0.0,105,199,340.0,Regular
63693,Manhattan,Entire home/apt,390,0.0,142,259,434.5,High
63719,Brooklyn,Private room,70,5.0,50,80,125.0,Regular
63913,Manhattan,Private room,75,10.0,68,120,198.0,Regular
64000,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
64015,Manhattan,Entire home/apt,200,0.0,142,259,434.5,Regular
64107,Brooklyn,Private room,100,5.0,50,80,125.0,High
64277,Brooklyn,Private room,70,5.0,50,80,125.0,Regular
64314,Brooklyn,Private room,110,5.0,50,80,125.0,High
64365,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
64707,Manhattan,Entire home/apt,90,0.0,142,259,434.5,Low
64837,Manhattan,Private room,68,10.0,68,120,198.0,Regular
65019,Manhattan,Entire home/apt,115,0.0,142,259,434.5,Low
65268,Brooklyn,Private room,75,5.0,50,80,125.0,Regular
65556,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
65562,Manhattan,Entire home/apt,129,0.0,142,259,434.5,Low
65615,Brooklyn,Entire home/apt,130,0.0,105,199,340.0,Regular
65660,Brooklyn,Entire home/apt,95,0.0,105,199,340.0,Low
65813,Manhattan,Private room,75,10.0,68,120,198.0,Regular
65834,Brooklyn,Entire home/apt,175,0.0,105,199,340.0,Regular
66008,Brooklyn,Entire home/apt,190,0.0,105,199,340.0,Regular
66026,Brooklyn,Private room,49,5.0,50,80,125.0,Low
66251,Manhattan,Entire home/apt,212,0.0,142,259,434.5,Regular
66275,Manhattan,Private room,95,10.0,68,120,198.0,Regular
66451,Brooklyn,Entire home/apt,140,0.0,105,199,340.0,Regular
66718,Manhattan,Entire home/apt,135,0.0,142,259,434.5,Low
66741,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
66974,Brooklyn,Entire home/apt,190,0.0,105,199,340.0,Regular
67288,Manhattan,Entire home/apt,124,0.0,142,259,434.5,Low
67299,Brooklyn,Entire home/apt,135,0.0,105,199,340.0,Regular
67397,Manhattan,Private room,122,10.0,68,120,198.0,High
68099,Manhattan,Private room,109,10.0,68,120,198.0,Regular
68305,Manhattan,Private room,85,10.0,68,120,198.0,Regular
68403,Brooklyn,Entire home/apt,145,0.0,105,199,340.0,Regular
68735,Manhattan,Entire home/apt,195,0.0,142,259,434.5,Regular
68765,Brooklyn,Entire home/apt,250,0.0,105,199,340.0,High
68900,Brooklyn,Private room,125,5.0,50,80,125.0,Very High
68974,Manhattan,Entire home/apt,575,0.0,142,259,434.5,Very High
69894,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
69921,Brooklyn,Private room,70,5.0,50,80,125.0,Regular
70095,Manhattan,Private room,90,10.0,68,120,198.0,Regular
70128,Manhattan,Private room,65,10.0,68,120,198.0,Low
70609,Manhattan,Entire home/apt,500,0.0,142,259,434.5,Very High
71010,Manhattan,Entire home/apt,250,0.0,142,259,434.5,Regular
71248,Manhattan,Entire home/apt,125,0.0,142,259,434.5,Low
71366,Manhattan,Entire home/apt,200,0.0,142,259,434.5,Regular
71384,Brooklyn,Entire home/apt,229,0.0,105,199,340.0,High
71812,Bronx,Entire home/apt,90,28.0,80,140,230.0,Regular
72190,Manhattan,Entire home/apt,110,0.0,142,259,434.5,Low
72265,Brooklyn,Private room,59,5.0,50,80,125.0,Regular
74073,Brooklyn,Entire home/apt,195,0.0,105,199,340.0,Regular
74240,Brooklyn,Entire home/apt,169,0.0,105,199,340.0,Regular
74333,Manhattan,Entire home/apt,113,0.0,142,259,434.5,Low
74404,Manhattan,Entire home/apt,250,0.0,142,259,434.5,Regular
74680,Queens,Entire home/apt,115,10.0,90,168,285.0,Regular
74860,Brooklyn,Private room,55,5.0,50,80,125.0,Regular
75193,Brooklyn,Private room,69,5.0,50,80,125.0,Regular
75635,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
76761,Brooklyn,Entire home/apt,169,0.0,105,199,340.0,Regular
77765,Brooklyn,Private room,179,5.0,50,80,125.0,Very High
77936,Manhattan,Private room,150,10.0,68,120,198.0,High
78919,Brooklyn,Entire home/apt,135,0.0,105,199,340.0,Regular
79067,Brooklyn,Entire home/apt,350,0.0,105,199,340.0,Very High
79782,Brooklyn,Private room,120,5.0,50,80,125.0,High
80493,Manhattan,Private room,71,10.0,68,120,198.0,Regular
80684,Brooklyn,Private room,349,5.0,50,80,125.0,Very High
80700,Brooklyn,Private room,349,5.0,50,80,125.0,Very High
80924,Brooklyn,Entire home/apt,165,0.0,105,199,340.0,Regular
81739,Brooklyn,Private room,249,5.0,50,80,125.0,Very High
82549,Brooklyn,Private room,100,5.0,50,80,125.0,High
82550,Brooklyn,Entire home/apt,200,0.0,105,199,340.0,High
82638,Manhattan,Entire home/apt,169,0.0,142,259,434.5,Regular
82928,Brooklyn,Entire home/apt,185,0.0,105,199,340.0,Regular
83243,Brooklyn,Entire home/apt,65,0.0,105,199,340.0,Low
83446,Brooklyn,Entire home/apt,130,0.0,105,199,340.0,Regular
83722,Brooklyn,Entire home/apt,199,0.0,105,199,340.0,High
83847,Manhattan,Entire home/apt,225,0.0,142,259,434.5,Regular
84010,Brooklyn,Private room,179,5.0,50,80,125.0,Very High
84059,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
84659,Manhattan,Entire home/apt,139,0.0,142,259,434.5,Low
84905,Manhattan,Private room,95,10.0,68,120,198.0,Regular
85094,Brooklyn,Entire home/apt,79,0.0,105,199,340.0,Low
86215,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
89427,Brooklyn,Entire home/apt,650,0.0,105,199,340.0,Very High
89621,Brooklyn,Entire home/apt,90,0.0,105,199,340.0,Low
93313,Brooklyn,Entire home/apt,120,0.0,105,199,340.0,Regular
94035,Queens,Private room,80,10.0,47,75,117.0,High
94209,Brooklyn,Entire home/apt,100,0.0,105,199,340.0,Low
94477,Brooklyn,Entire home/apt,175,0.0,105,199,340.0,Regular
94783,Brooklyn,Entire home/apt,120,0.0,105,199,340.0,Regular
95747,Brooklyn,Entire home/apt,140,0.0,105,199,340.0,Regular
95883,Brooklyn,Entire home/apt,200,0.0,105,199,340.0,High
96471,Brooklyn,Private room,165,5.0,50,80,125.0,Very High
98330,Manhattan,Entire home/apt,125,0.0,142,259,434.5,Low
98663,Manhattan,Entire home/apt,130,0.0,142,259,434.5,Low
99070,Manhattan,Shared room,65,10.0,49,89,149.0,Regular
99085,Brooklyn,Entire home/apt,123,0.0,105,199,340.0,Regular
100002,Manhattan,Private room,67,10.0,68,120,198.0,Low
100184,Queens,Private room,50,10.0,47,75,117.0,Regular
100186,Brooklyn,Entire home/apt,130,0.0,105,199,340.0,Regular
101053,Brooklyn,Private room,100,5.0,50,80,125.0,High
102995,Manhattan,Entire home/apt,212,0.0,142,259,434.5,Regular
103161,Brooklyn,Entire home/apt,190,0.0,105,199,340.0,Regular
103311,Brooklyn,Private room,599,5.0,50,80,125.0,Very High
103806,Manhattan,Entire home/apt,249,0.0,142,259,434.5,Regular
105469,Queens,Private room,70,10.0,47,75,117.0,Regular
105510,Brooklyn,Entire home/apt,100,0.0,105,199,340.0,Low
106363,Manhattan,Private room,60,10.0,68,120,198.0,Low
106647,Brooklyn,Entire home/apt,135,0.0,105,199,340.0,Regular
107630,Brooklyn,Entire home/apt,175,0.0,105,199,340.0,Regular
107895,Manhattan,Entire home/apt,120,0.0,142,259,434.5,Low
110739,Manhattan,Entire home/apt,169,0.0,142,259,434.5,Regular
112100,Brooklyn,Entire home/apt,165,0.0,105,199,340.0,Regular
112304,Manhattan,Private room,90,10.0,68,120,198.0,Regular
112359,Manhattan,Entire home/apt,225,0.0,142,259,434.5,Regular
112435,Brooklyn,Private room,95,5.0,50,80,125.0,High
113265,Brooklyn,Private room,55,5.0,50,80,125.0,Regular
113945,Manhattan,Private room,85,10.0,68,120,198.0,Regular
114123,Brooklyn,Entire home/apt,199,0.0,105,199,340.0,High
114229,Manhattan,Entire home/apt,211,0.0,142,259,434.5,Regular
114969,Manhattan,Entire home/apt,145,0.0,142,259,434.5,Regular
115535,Manhattan,Private room,65,10.0,68,120,198.0,Low
115678,Manhattan,Entire home/apt,99,0.0,142,259,434.5,Low
115748,Queens,Entire home/apt,110,10.0,90,168,285.0,Regular
116940,Brooklyn,Entire home/apt,80,0.0,105,199,340.0,Low
117425,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
118061,Brooklyn,Entire home/apt,110,0.0,105,199,340.0,Regular
118430,Manhattan,Private room,290,10.0,68,120,198.0,Very High
118680,Manhattan,Private room,87,10.0,68,120,198.0,Regular
120362,Brooklyn,Entire home/apt,190,0.0,105,199,340.0,Regular
121687,Brooklyn,Entire home/apt,200,0.0,105,199,340.0,High
121861,Brooklyn,Entire home/apt,165,0.0,105,199,340.0,Regular
123784,Manhattan,Entire home/apt,110,0.0,142,259,434.5,Low
125053,Manhattan,Entire home/apt,395,0.0,142,259,434.5,High
125163,Brooklyn,Private room,99,5.0,50,80,125.0,High
125594,Brooklyn,Private room,39,5.0,50,80,125.0,Low
126443,Manhattan,Entire home/apt,189,0.0,142,259,434.5,Regular
126816,Manhattan,Private room,85,10.0,68,120,198.0,Regular
127387,Brooklyn,Entire home/apt,260,0.0,105,199,340.0,High
128975,Manhattan,Entire home/apt,122,0.0,142,259,434.5,Low
131154,Brooklyn,Entire home/apt,165,0.0,105,199,340.0,Regular
132516,Queens,Entire home/apt,97,10.0,90,168,285.0,Regular
132570,Manhattan,Entire home/apt,170,0.0,142,259,434.5,Regular
132695,Brooklyn,Entire home/apt,125,0.0,105,199,340.0,Regular
133025,Manhattan,Private room,130,10.0,68,120,198.0,High
134934,Brooklyn,Entire home/apt,225,0.0,105,199,340.0,High
135393,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
135465,Brooklyn,Entire home/apt,170,0.0,105,199,340.0,Regular
135706,Manhattan,Entire home/apt,132,0.0,142,259,434.5,Low
136493,Brooklyn,Entire home/apt,250,0.0,105,199,340.0,High
138216,Brooklyn,Entire home/apt,141,0.0,105,199,340.0,Regular
139624,Brooklyn,Entire home/apt,64,0.0,105,199,340.0,Low
140133,Brooklyn,Entire home/apt,249,0.0,105,199,340.0,High
140425,Brooklyn,Private room,79,5.0,50,80,125.0,Regular
140973,Manhattan,Entire home/apt,185,0.0,142,259,434.5,Regular
141154,Brooklyn,Entire home/apt,120,0.0,105,199,340.0,Regular
141335,Brooklyn,Entire home/apt,495,0.0,105,199,340.0,Very High
141890,Manhattan,Entire home/apt,375,0.0,142,259,434.5,High
141984,Manhattan,Entire home/apt,175,0.0,142,259,434.5,Regular
